STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,area_m2,area_sqmi,Harvey_Totals,harvey_Wind,harvey_TMax,harvey_TMin,harvey_Pre,harvey_CERA,Beryl_Totals,Beryl_Wind,Beryl_TMax,Beryl_TMin,Beryl_Pre,Beryl_CERA,Imelda_Totals,Imelda_Wind,Imelda_TMax,Imelda_TMin,Imelda_Pre,Elevation,censusBlockGroupFips,waterDepth
48,201,250901,2,482012509012,1500000US482012509012,Block Group 2,G5030,S,1404423,485183,+30.0366491,-095.1724021,1889607.891957377,0.729577607084743,775.8729705810547,20.978848457336426,94.78579711914062,59.32071304321289,29.4731502532959,0.0,165.59109497070312,21.90134334564209,98.02560424804688,71.96773147583008,2.829649031162262,,440.7380142211914,0.246201131492853,91.71088409423828,70.93689727783203,5.999009490013123,14.844140153040676,482012509012,3.1136363636363638
48,201,520501,2,482015205012,1500000US482015205012,Block Group 2,G5030,S,662532,0,+29.8274297,-095.4877092,662531.6531936694,0.255803471298076,754.9194946289062,20.937625885009766,95.91886138916016,59.94944763183594,26.706008911132812,0.0,278.4982452392578,22.773826599121094,97.88932800292969,72.79068756103516,8.171788215637207,,260.37650299072266,0.0,91.96412658691406,70.93689727783203,10.172100067138672,22.243032329988853,482015205012,0.0
48,201,521701,3,482015217013,1500000US482015217013,Block Group 3,G5030,S,3215970,370,+29.8584307,-095.5357874,3216338.801692785,1.241828411333584,734.5900065104166,20.1198247273763,96.07826232910156,59.393829345703125,28.2310848236084,0.0,233.66109212239584,22.339632034301758,97.65655517578125,72.49348704020183,6.224780877431233,,191.19900512695312,0.0,92.42436981201172,70.93689727783203,8.262055158615112,28.014871671863755,482015217013,1.0
48,201,240903,2,482012409032,1500000US482012409032,Block Group 2,G5030,S,2612155,63459,+30.0272748,-095.3003066,2675614.1664408445,1.03305462966281,836.3049926757812,22.268870671590168,95.15059407552083,59.59200795491537,29.307254155476887,0.0,153.7895965576172,22.03365707397461,98.5674057006836,72.90902201334636,4.513153711954753,,345.8485107421875,4.523057460784912,91.42952728271484,70.93689727783203,13.538314819335938,22.59011117612639,482012409032,7.0
48,201,241104,2,482012411042,1500000US482012411042,Block Group 2,G5030,S,912120,0,+30.0464795,-095.3533306,912120.3299321352,0.352169659386797,766.2050170898438,22.587474822998047,95.22865295410156,59.65201950073242,28.466535568237305,0.0,145.6011962890625,22.03702163696289,98.71202087402344,73.27889251708984,4.502838134765625,,316.69598388671875,2.349522352218628,91.73505401611328,70.93689727783203,12.34982967376709,26.933938893476466,482012411042,2.5
48,201,241001,2,482012410012,1500000US482012410012,Block Group 2,G5030,S,346064,0,+30.0427645,-095.3421007,346063.633997648,0.133615169086492,785.1924743652344,22.530000686645508,95.20232772827148,59.64361000061035,28.575676918029785,0.0,146.6005401611328,22.027766227722168,98.68799591064453,73.1821174621582,4.496079921722412,,331.6809844970703,2.349522352218628,91.73505401611328,70.93689727783203,12.34982967376709,27.752556237218815,482012410012,0.0
48,201,241001,1,482012410011,1500000US482012410011,Block Group 1,G5030,S,1816400,57243,+30.0361181,-095.3479827,1873638.8760975844,0.723411970061277,774.8940124511719,22.530000686645508,95.20232772827148,59.64361000061035,28.575676918029785,0.0,151.98314666748047,22.027766227722168,98.68799591064453,73.1821174621582,4.496079921722412,,317.0644836425781,5.365231871604919,91.45578002929688,70.93689727783203,12.46648645401001,22.815533980582526,482012410011,3.75
48,201,350804,3,482013508043,1500000US482013508043,Block Group 3,G5030,S,3180711,120345,+29.5093245,-095.1440295,3301058.495666506,1.274538685176838,1038.2115173339844,21.83942461013794,93.0188980102539,61.69098377227783,30.42042589187622,0.0,222.82269287109375,26.014193534851074,97.01303100585938,75.41634750366211,4.065134048461914,,272.1540069580078,0.06145176384598,91.42185592651367,73.64958190917969,10.829501390457153,4.896568160152526,482013508043,1.625
48,201,554404,2,482015544042,1500000US482015544042,Block Group 2,G5030,S,3224909,11553,+29.9684503,-095.6360264,3236459.8181092087,1.249597135771966,683.4200134277344,17.39189338684082,96.58984756469727,58.70882606506348,24.166447639465332,0.0,151.52244567871094,21.48547077178955,96.83891105651855,71.8763542175293,5.562624573707581,,89.5155029296875,0.349757261574268,93.29199981689453,70.93689727783203,3.450404524803162,40.59578544061303,482015544042,2.7142857142857144
48,201,452702,1,482014527021,1500000US482014527021,Block Group 1,G5030,S,755029,1651,+29.6928952,-095.6253492,756677.608949906,0.292153224815559,848.280517578125,21.8170223236084,97.80689239501953,59.7302360534668,30.86298179626465,0.0,162.7751007080078,23.38924217224121,97.04837036132812,73.27057647705078,3.340925216674805,,197.79399871826172,0.856660556048155,92.51088905334473,73.64958190917969,7.207180023193359,25.203,482014527021,0.0
48,201,431001,1,482014310011,1500000US482014310011,Block Group 1,G5030,S,1668081,0,+29.7422921,-095.5458770,1668080.5571652416,0.6440459031215,782.0357208251953,21.437332153320312,96.5114974975586,60.42323303222656,29.065425872802734,0.0,233.35933685302734,23.385099411010742,97.61624908447266,73.33301544189453,8.126047134399414,,266.7062454223633,0.0,92.02043533325195,70.93689727783203,9.58372974395752,22.193425440686042,482014310011,0.25
48,201,451006,1,482014510061,1500000US482014510061,Block Group 1,G5030,S,798385,0,+29.7424920,-095.5798417,798383.8931419845,0.30825602114212,787.6939697265625,21.407957077026367,96.8851547241211,60.140926361083984,33.2176399230957,0.0,229.01419067382812,23.218162536621094,97.61927032470703,73.17626190185547,4.138267040252686,,242.510498046875,0.022859323769808,92.18381118774414,70.93689727783203,8.682435989379883,23.041944709246902,482014510061,0.5555555555555556
48,201,323601,3,482013236013,1500000US482013236013,Block Group 3,G5030,S,1085564,0,+29.6615660,-095.1917205,1085565.266472306,0.419136749384957,1135.114013671875,22.961183547973633,95.15979766845703,62.69791030883789,39.46492385864258,0.0,229.36649322509766,24.978729248046875,97.57291412353516,74.59037017822266,6.608054161071777,,270.3169860839844,0.970652252435684,91.11682510375977,73.64958190917969,10.801228523254395,10.24320652173913,482013236013,0.8571428571428571
